ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
70860830,1017,HG,★★★★★,Jill Stingray,100,3263300,-,-,x5,,400,400,30,53,96,55,15,0,0,20,10,0,Karmotrine,Karmotrine,Karmotrine,100,,,Locked
73776403,236,AR,★★★★★,K11,100,3263300,-,-,x5,,675,675,53,54,37,76,10,0,0,20,10,0,,,,100,,,Locked
76487612,237,AR,★★★★,SAR-21,40,108000,0,0,x3,,243,243,29,23,19,66,10,0,0,20,1,0,,,,100,,,Locked
82302631,245,SMG,★★★★★,P90,100,3263300,-,-,x5,,950,950,30,15,83,93,12,0,0,5,10,0,,,,100,,,Locked
90670001,205,AR,★★★★★,AN-94,100,3263300,-,-,x5,,580,580,55,67,48,76,10,0,0,20,10,0,,,#2 Processor,150,Oathed,2021-01-02 00:08,Locked
91643897,206,AR,★★★★★,AK-12,100,3263300,-,-,x5,,550,550,56,62,52,78,10,0,0,20,10,0,,,,100,,,Locked
92294506,148,RF,★★★★★,IWS 2000,90,1977566,0,0,x5,,420,420,151,71,27,31,7,0,0,40,6,0,,,,100,,,Locked
99025678,228,SMG,★★★★★,100 Shiki,100,3263300,-,-,x5,,1060,1060,29,14,67,76,12,0,0,5,10,0,,,Folding Stock,100,,,Locked
99712015,213,SMG,★★★★★,C-MS,98,3054162,0,0,x5,,915,915,32,15,74,86,12,0,0,5,10,0,,,,81,,,Locked
101532436,20103,SMG,★★★★★,UMP45 Mod,114,8628904,0,0,x5,Mod2,970,970,29,14,76,83,12,0,0,5,10,10,UMP UX Exoskeleton,,,94,,,Locked
104891294,257,RF,★★★★★,M200,90,2044056,0,0,x5,,420,420,135,88,29,33,7,0,0,40,10,0,,,,100,,,Locked
106546267,226,RF,★★★★,Mk 12,30,45000,0,0,x1,,53,53,55,31,13,36,7,0,0,40,1,0,,,,100,,,Locked
106808183,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,146,90,44,34,7,0,0,40,10,0,,,,150,Oathed,2020-11-22 19:27,Locked
106835086,59,SMG,★★★★★,AK-74U,17,14700,0,0,x1,,113,113,18,4,20,63,12,0,0,5,4,0,,,,68,,,Locked
108178712,183,HG,★★★★★,Contender,93,2409195,0,0,x5,,320,320,44,80,77,42,15,0,0,40,10,0,,,,100,,,Locked
108415018,20007,HG,★★★★★,Stechkin Mod,107,4416148,0,0,x5,Mod1,420,420,31,50,67,65,15,0,0,20,10,0,Stechkin Buttstock,,,100,,,Locked
108524833,212,HG,★★★★,K5,91,2156120,0,0,x5,,315,315,27,48,75,60,15,0,0,40,10,0,,,,100,,,Locked
108724029,28,SMG,★★★★★,Gr MP7,90,1976564,0,0,x4,,752,752,28,12,63,89,12,0,0,5,8,0,,,,100,,,Locked
110989775,233,HG,★★★★★,Px4 Storm,95,2667213,0,0,x5,,330,330,34,66,89,56,15,0,0,20,10,0,ImpulsIIA/C,,,100,,,Locked
110992860,20125,MG,★★★★★★,Gr MG4 Mod,115,10326840,0,0,x5,Mod3,925,925,92,37,35,140,4,0,10,5,10,10,Mk4 SLAP,Gr MG4 MGO,,200,Oathed,2022-01-02 13:49,Locked
112910247,142,HG,★★★★★,Five-seven,99,3234560,0,0,x5,,315,315,31,56,96,66,15,0,0,20,10,0,,,,100,,,Locked
113496924,157,SG,★★★★★,Am KSG,92,2281664,0,0,x5,,1215,1215,28,12,12,29,6,22,5,40,8,0,,,,100,,,Locked
113605054,127,SMG,★★★★★,Type79,100,3263300,-,-,x5,,970,970,32,12,70,88,12,0,0,5,4,0,,S&B762,,100,,,Locked
114218004,99,HG,★★★★,Gr Mk23,92,2213783,0,0,x5,,380,380,27,49,61,62,15,0,0,20,10,0,,,,100,,,Locked
114468945,261,RF,★★★★★,QBU-88,90,1985004,0,0,x5,,400,400,118,79,38,40,7,0,0,40,8,0,,,,100,,,Locked
114759211,20026,SMG,★★★★★,Gr MP5 Mod,111,6075625,0,0,x5,Mod2,895,895,31,14,70,90,12,0,0,5,10,10,GSG UX Exoskeleton,,,150,Oathed,2022-02-05 06:49,Locked
114759212,75,MG,★★★★,M1918,90,1976800,0,0,x5,,745,745,90,29,30,110,4,0,8,5,8,0,,,,100,,,Locked
114759797,162,SG,★★★★,SPAS-12,90,2001560,0,0,x4,,1044,1044,31,11,9,31,6,19,4,40,1,0,,,,100,,,Locked
115778188,85,MG,★★★★,PK,90,2061980,0,0,x5,,905,905,90,20,21,81,4,0,11,5,8,0,,,,100,,,Locked
116158416,234,SMG,★★★★★,JS 9,100,3263300,-,-,x5,,900,900,27,15,86,89,12,0,0,5,10,0,,,,100,,,Locked
116472257,173,MG,★★★★★,PKP,100,3263300,-,-,x5,,825,825,95,31,29,127,4,0,10,5,10,0,M1022 Sniper Rounds,VFL 6-24X56,IOP Maximum Ammo Box,150,Oathed,2022-07-27 00:05,Locked
117582944,1009,HG,★★★★★,El Clear,95,2633826,0,0,x5,,325,325,30,59,84,60,15,0,0,20,10,0,Glorylight,,,100,,,Locked
117583383,197,RF,★★★★★,Carcano M1891,92,2275760,0,0,x5,,380,380,131,79,39,33,7,0,0,40,10,0,,,,100,,,Locked
117818564,1010,HG,★★★★★,El Fail,1,0,0,0,x1,,33,33,10,7,10,39,15,0,0,20,1,0,,,,100,,,Locked
119551392,188,SG,★★★★★,S.A.T.8,100,3263300,-,-,x5,,1410,1410,29,13,12,33,6,22,4,40,10,0,,,,100,,,Locked
120045204,135,SMG,★★★★★,SR-3MP,90,1989305,0,0,x5,,920,920,29,11,62,88,12,0,0,5,8,0,,,,100,,,Locked
121729866,266,RF,★★★★★,R93,92,2262026,0,0,x5,,390,390,126,90,32,38,7,0,0,40,10,0,,,,100,,,Locked
122843931,136,SMG,★★★★,PP-19,91,2117667,0,0,x5,,840,840,24,13,68,88,12,0,0,5,8,0,,,,100,,,Locked
125997451,270,RF,★★★★,4 Shiki,90,2026025,0,0,x5,,400,400,105,67,33,38,7,0,0,40,8,0,,,,100,,,Locked
125997521,50,RF,★★★★★,Lee Enfield,91,2194131,0,0,x5,,380,380,127,71,36,34,7,0,0,40,10,0,,No32 MKI,,100,,,Locked
126838044,260,HG,★★★★★,PA-15,92,2204424,0,0,x5,,335,335,33,60,71,62,15,0,0,20,8,0,,,,100,,,Locked
128665616,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,28,66,110,62,15,0,0,20,10,0,,,,100,,,Locked
128767307,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,28,66,110,62,15,0,0,20,10,0,,,,150,Oathed,2022-02-05 03:38,Locked
128787520,242,HG,★★★★★,P22,100,3263300,-,-,x5,,350,350,28,66,110,62,15,0,0,20,10,0,RMR T4 Red Dot Sight,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
129128830,233,HG,★★★★★,Px4 Storm,66,584480,0,0,x3,,168,168,27,48,65,50,15,0,0,20,4,0,,,,100,,,Locked
129174464,253,MG,★★★★★,Lewis,90,2087100,0,0,x5,,905,905,95,28,28,112,4,0,10,5,8,0,,,,100,,,Locked
129354367,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,146,90,44,34,7,0,0,40,10,0,,,,100,,,Locked
129503275,242,HG,★★★★★,P22,92,2273640,0,0,x5,,335,335,27,61,103,61,15,0,0,20,10,0,,,,99,,,Locked
129657357,251,SMG,★★★★★,X95,90,2006513,0,0,x5,,920,920,32,12,61,87,12,0,0,5,8,0,,,,100,,,Locked
130466984,250,HG,★★★★★,HS2000,100,3263300,-,-,x5,,360,360,33,61,87,62,15,0,0,20,10,0,RMR T4 Red Dot Sight,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
130613386,242,HG,★★★★★,P22,90,1980690,0,0,x5,,330,330,26,60,101,60,15,0,0,20,8,0,,,,100,,,Locked
130922190,164,SG,★★★★★,FP-6,90,1977120,0,0,x4,,988,988,29,12,11,27,6,22,4,40,3,0,,,,100,,,Locked
131606078,242,HG,★★★★★,P22,90,2022079,0,0,x5,,330,330,26,60,101,60,15,0,0,20,10,0,,,,100,,,Locked
131606243,242,HG,★★★★★,P22,95,2621588,0,0,x5,,340,340,27,63,105,61,15,0,0,20,10,0,,,,100,,,Locked
131609046,142,HG,★★★★★,Five-seven,81,1362790,0,0,x4,,228,228,27,47,81,62,15,0,0,20,4,0,,,,100,,,Locked
132406464,20091,HG,★★★★,MP-446 Mod,110,5613669,0,0,x5,Mod2,335,335,30,56,78,60,15,0,0,20,8,8,,,,100,,,Locked
132408003,20005,HG,★★★★,M1895 Mod,111,5768379,0,0,x5,Mod2,355,355,35,47,98,45,15,0,0,20,8,10,,,,100,,,Locked
133210834,20095,RF,★★★★,Type88 Mod,116,13932482,0,0,x5,Mod3,520,520,117,68,38,37,7,0,0,40,10,10,Magnetic Accelerated Rounds,Acceleration Coil,,200,Oathed,2020-11-12 00:26,Locked
133316817,163,SG,★★★★★,AA-12,11,6000,0,0,x1,,148,148,14,3,3,29,6,5,5,40,4,0,,,,90,,,Locked
133502512,4,HG,★★★★★,Python,92,2232361,0,0,x5,,335,335,38,75,76,47,15,0,0,40,10,0,,,,100,,,Locked
134523657,99,HG,★★★★,Gr Mk23,91,2202646,0,0,x5,,380,380,27,49,61,62,15,0,0,20,8,0,,,,100,,,Locked
134726709,20060,AR,★★★★★,AS Val Mod,111,6032183,0,0,x5,Mod2,670,670,42,50,50,75,10,0,0,20,10,10,,,,100,,,Locked
136083155,4,HG,★★★★★,Python,100,3263300,-,-,x5,,350,350,40,81,82,49,15,0,0,40,10,0,RMR T4 Red Dot Sight,16Lab Hollow-Point,IOP X4 Exoskeleton,100,,,Locked
136248743,172,AR,★★★★★,Am RFB,94,2514509,0,0,x5,,510,510,67,65,46,53,10,0,0,30,10,0,Am RFB Quad Rail,,,100,,,Locked
136583553,229,SG,★★★★★,M870,98,3102525,0,0,x5,,1310,1310,33,13,12,29,6,23,4,40,10,0,,,,100,,,Locked
137933862,20097,HG,★★★★★★,M950A Mod,115,10083300,-,-,x5,Mod2,400,400,32,57,76,72,15,0,0,20,10,8,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
138844426,257,RF,★★★★★,M200,95,2636190,0,0,x5,,430,430,140,92,30,33,7,0,0,40,10,0,,,,100,,,Locked
138844847,285,HG,★★★★★,C-93,92,2226564,0,0,x5,,305,305,31,58,91,62,15,0,0,20,10,0,,,,100,,,Locked
139920302,36,RF,★★★★,Springfield,90,2011790,0,0,x5,,400,400,120,66,37,31,7,0,0,40,1,0,,,,100,,,Locked
140604281,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,146,90,44,34,7,0,0,40,10,0,,,,100,,,Locked
140756700,1023,SMG,★★★★★,Henrietta,90,1980500,0,0,x4,,724,724,29,14,76,90,12,0,0,5,8,0,,,,100,,,Locked
140918768,1027,AR,★★★★★,Angelica,100,3263300,-,-,x5,,605,605,55,57,46,75,10,0,0,30,8,0,VFL 6-24X56,APCR High-Velocity Ammo,Fairy Tale Picture Books,100,,,Locked
140918875,1024,RF,★★★★★,Rico,100,3263300,-,-,x5,,400,400,130,80,33,37,7,0,0,40,10,0,,,Duelling Cards,100,,,Locked
141173004,1025,SG,★★★★★,Triela,90,1979280,0,0,x4,,964,964,34,11,11,26,6,19,4,40,4,0,,,,100,,,Locked
142868747,20065,AR,★★★★★★,416 Mod,115,10083300,-,-,x5,Mod2,620,620,54,51,47,78,10,0,0,20,10,10,,,,150,Oathed,2020-12-26 00:57,Locked
145110603,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,146,90,44,34,7,0,0,40,10,0,,,,100,,,Locked
145436016,275,MG,★★★★,M1895 CB,90,2001270,0,0,x5,,905,905,84,24,21,127,4,0,10,5,10,0,,,,100,,,Locked
145489965,272,HG,★★★★★,Desert Eagle,100,3263300,-,-,x5,,365,365,41,57,66,55,15,0,0,40,10,0,RMR T4 Red Dot Sight,ILM Hollow-Point Ammo,IOP X4 Exoskeleton,100,,,Locked
145491404,276,MG,★★★★★,Kord,100,3263300,-,-,x5,,990,990,109,22,21,110,4,0,9,5,10,0,,,,100,,,Locked
146103421,276,MG,★★★★★,Kord,90,2086431,0,0,x5,,940,940,102,20,19,107,4,0,9,5,10,0,,,,100,,,Locked
146392680,250,HG,★★★★★,HS2000,96,2749547,0,0,x5,,350,350,33,59,84,61,15,0,0,20,10,0,,,,100,,,Locked
146967787,112,MG,★★★★★,Negev,90,1976700,0,0,x5,,825,825,78,32,33,134,4,0,9,5,2,0,,,,100,,,Locked
149506964,244,HG,★★★,TEC-9,36,79740,0,0,x3,,168,168,17,21,29,51,15,0,0,20,8,0,,,,100,,,Locked
149619568,198,RF,★★★★★,Carcano M91/38,90,2008830,0,0,x5,,345,345,136,82,40,33,7,0,0,40,10,0,,,,100,,,Locked
152165756,1028,SMG,★★★★★,Agent Vector,91,2150850,0,0,x5,,885,885,28,10,65,98,12,0,0,5,10,0,Go-Bag "V",.45 Hollow Point Ammo (Incendiary),,100,,,Locked
152184676,119,AR,★★★★★,OTs-14,37,86550,0,0,x3,,225,225,29,25,25,59,10,0,0,20,10,0,,,,100,,,Locked
152364274,1029,AR,★★★★★,Agent 416,100,3263300,-,-,x1,,121,121,51,46,44,76,10,0,0,20,8,0,ACOG (4X),556 High-Velocity Ammo (Explosive),416's Go-Bag,150,Oathed,2021-02-05 01:00,Locked
152935043,282,SG,★★★★★,DP-12,100,3263300,-,-,x5,,1265,1265,31,13,13,30,6,23,5,40,10,0,,,,100,,,Locked
152979859,20095,RF,★★★★,Type88 Mod,110,5399691,0,0,x5,Mod2,515,515,116,68,38,37,7,0,0,40,10,1,,,,100,,,Locked
153093542,179,RF,★★★★★,Gd DSR-50,90,1977000,0,0,x1,,78,78,152,79,30,30,7,0,0,40,1,0,,,,100,,,Locked
153429854,20154,SG,★★★★,M500 Mod,113,7870953,0,0,x5,Mod2,1345,1345,32,12,10,29,6,22,4,40,4,10,,,,100,,,Locked
154608067,39,RF,★★★★,Mosin-Nagant,38,90900,0,0,x2,,122,122,78,38,18,24,7,0,0,40,7,0,,,,100,,,Locked
155083627,152,SG,★★★,M1897,1,0,0,0,x1,,127,127,14,2,2,18,6,3,4,40,1,0,,,,50,,,Locked
155937965,20032,SMG,★★★★,Micro Uzi Mod,110,5566241,0,0,x5,Mod2,875,875,25,13,81,104,12,0,0,5,10,10,,,,100,,,Locked
158987557,156,SG,★★★★,Super-Shorty,74,896400,0,0,x4,,844,844,24,11,15,28,6,16,3,40,1,0,,,,100,,,Locked
159585267,294,HG,★★★★★,Webley,95,2624625,0,0,x5,,420,420,28,63,77,56,15,0,0,20,10,0,,,,100,,,Locked
159601203,292,MG,★★★★★,RPK-16,100,3263300,-,-,x5,,825,825,85,37,36,129,4,0,10,5,10,0,,,,150,Oathed,2021-04-28 14:55,Locked
160677296,296,RF,★★★★★,Gr SL8,91,2198244,0,0,x5,,405,405,112,72,36,40,7,0,0,40,10,0,,,,150,Oathed,2021-05-06 23:22,Locked
161165322,281,SG,★★★★★,CAWS,1,0,0,0,x1,,124,124,12,2,2,25,6,3,5,40,1,0,,,,83,,,Locked
162477636,306,AR,★★★★★,AK-Alfa,70,715800,0,0,x4,,392,392,45,39,38,67,10,0,0,20,4,0,,,,100,,,Locked
164462091,303,HG,★★★★★,HP-35,91,2115941,0,0,x5,,365,365,30,59,82,56,15,0,0,20,10,0,,,,100,,,Locked
164614759,51,RF,★★,FF FN49,35,69400,0,0,x3,,189,189,65,27,14,26,7,0,0,40,1,0,,,,90,,,Locked
165420468,311,SMG,★★★★★,Lusa,90,1999440,0,0,x5,,970,970,27,12,63,91,12,0,0,5,8,0,,,,150,Oathed,2021-06-29 23:19,Locked
165964440,238,MG,★★★★★,QJY-88,90,2035650,0,0,x5,,785,785,80,30,32,122,4,0,10,5,4,0,,,,100,,,Locked
167646387,20081,MG,★★★★,LWMMG Mod,110,5322700,0,0,x5,Mod2,880,880,102,27,24,92,4,0,10,5,4,10,,,,100,,,Locked
167647392,20154,SG,★★★★,M500 Mod,110,5272570,0,0,x5,Mod2,1340,1340,32,12,10,29,6,22,4,40,1,10,,,,100,,,Locked
167647393,20001,HG,★★★★★,SAA Mod,110,5636760,0,0,x5,Mod2,410,410,36,50,78,50,15,0,0,20,8,8,,,,100,,,Locked
167788530,20097,HG,★★★★★★,M950A Mod,100,3342677,0,0,x5,Mod1,390,390,32,55,74,72,15,0,0,20,8,0,,,,100,,,Locked
167792735,1009,HG,★★★★★,El Clear,90,1979250,0,0,x4,,252,252,29,56,80,59,15,0,0,20,8,0,,,,100,,,Locked
168224122,216,AR,★★★★,XM8,100,3263300,-,-,x5,,540,540,48,46,42,79,10,0,0,20,10,0,,,,100,,,Locked
169499204,286,SMG,★★★★,K-PDW,90,1977000,0,0,x5,,855,855,31,13,65,79,12,0,0,5,1,0,,,,100,,,Locked
169499291,20221,HG,★★★★,GSh-18 Mod,100,3263300,0,0,x5,Mod1,360,360,33,51,86,57,15,0,0,20,1,0,,,,100,,,Locked
169805735,200,RF,★★★★,XM3,89,1951500,0,0,x4,,312,312,121,81,29,34,7,0,0,40,10,0,,,,100,,,Locked
169807728,27,SMG,★★★,Skorpion,30,46600,0,0,x3,,309,309,14,6,33,74,12,0,0,5,1,0,,,,100,,,Locked
169895522,10,HG,★★,PPK,90,1982400,0,0,x5,,270,270,23,54,91,61,15,0,0,20,1,0,,,,86,,,Locked
169996491,256,RF,★★★,Falcon,90,1977000,0,0,x5,,420,420,131,65,26,31,7,0,0,40,1,0,,,,50,,,Locked
170117457,242,HG,★★★★★,P22,66,588000,0,0,x3,,174,174,22,46,77,55,15,0,0,20,8,0,,,,100,,,Locked
170515579,20159,SG,★★★★,RMB-93 Mod,110,5350420,0,0,x5,Mod2,1225,1225,33,12,14,28,6,23,4,40,8,10,,,,100,,,Locked
170515792,326,SG,★★★★,512,11,6000,0,0,x2,,282,282,17,4,4,22,6,4,3,40,1,0,,,,50,,,Locked
170516418,323,SG,★★★★★,LTLX7000,100,3263300,-,-,x5,,1375,1375,23,14,11,28,6,25,5,40,10,0,,,,100,,,Locked
170595052,20049,RF,★★★★,Type56R Mod,110,5362052,0,0,x5,Mod2,470,470,110,69,37,36,7,0,0,40,10,10,M1022 Sniper Rounds,VFL 6-24X56,Thermoptic Camouflage Cape,150,Oathed,2022-01-02 13:48,Locked
171355444,293,AR,★★★★★,AK-15,100,3263300,-,-,x5,,550,550,58,52,51,77,10,0,0,20,10,0,,,,100,,,Locked
171720392,20007,HG,★★★★★,Stechkin Mod,101,3435142,0,0,x5,Mod1,415,415,31,49,66,65,15,0,0,20,8,0,,,,100,,,Locked
172049272,95,RF,★★★,Type88,30,45000,0,0,x3,,198,198,60,24,15,24,7,0,0,40,1,0,,,,50,,,Locked
172174121,337,RF,★★★★★,De Lisle,90,1978590,0,0,x5,,485,485,101,79,35,35,7,0,0,40,10,0,,,,134,Oathed,2021-10-15 19:00,Locked
172243436,329,RF,★★★★★,SVCh,90,2051496,0,0,x5,,410,410,135,88,28,34,7,0,0,40,10,0,,,,150,Oathed,2021-10-16 20:15,Locked
173231008,201,RF,★★★,Gepard M1,100,3263300,-,-,x5,,440,440,143,77,28,30,7,0,0,40,10,0,,,,150,Oathed,2022-01-02 13:47,Locked
173932208,1031,RF,★★★★★,Pekola,100,3263300,-,-,x5,,440,440,126,80,40,37,7,0,0,40,10,0,,,Donut of Sweet Dreams,100,,,Locked
175056921,20008,HG,★★★★,Makarov Mod,110,5356837,0,0,x5,Mod2,335,335,29,63,102,61,15,0,0,20,10,10,Tactical Grip,,,100,,,Locked
175446892,302,SG,★★★★,Defender,100,3263300,-,-,x5,,1235,1235,38,13,17,27,6,18,8,40,10,0,,20-gauge Custom Slug Rounds,VFL 6-24X56,150,Oathed,2021-12-08 03:35,Locked
177774016,242,HG,★★★★★,P22,22,25110,0,0,x1,,42,42,14,21,34,46,15,0,0,20,1,0,,,,100,,,Locked
178632225,323,SG,★★★★★,LTLX7000,91,2195877,0,0,x5,,1315,1315,22,13,10,28,6,23,5,40,10,0,,,,100,,,Locked
179113567,316,RF,★★★★★,General Liu,90,2018760,0,0,x5,,380,380,129,80,27,38,7,0,0,40,10,0,,,,100,,,Locked
181305292,339,MG,★★★★★,RPK-203,100,3263300,-,-,x5,,825,825,91,34,36,124,4,0,9,5,10,0,,,,150,Oathed,2022-07-27 00:01,Locked
181446953,293,AR,★★★★★,AK-15,100,3263300,-,-,x5,,550,550,58,52,51,77,10,0,0,20,10,0,,,,100,,,Locked
181447064,171,AR,★★★★,Ribeyrolles,8,3000,0,0,x1,,59,59,24,8,8,43,10,0,0,20,1,0,,,,50,,,Locked
181447246,338,AR,★★★★★,SIG MCX,90,1994406,0,0,x1,,110,110,46,52,42,80,10,0,0,20,10,0,VFL 6-24X56,APCR High-Velocity Ammo,#2 Processor,150,Oathed,2022-02-26 19:11,Locked
181911131,294,HG,★★★★★,Webley,97,2931957,0,0,x5,,425,425,29,64,79,56,15,0,0,20,10,0,,,,100,,,Locked
182190397,339,MG,★★★★★,RPK-203,90,2011332,0,0,x5,,785,785,85,31,32,120,4,0,9,5,8,0,,,,100,,,Locked
184430671,220,HG,★★★,MP-443,84,1560750,0,0,x4,,256,256,30,46,61,56,15,0,0,20,10,0,,,,100,,,Locked
184540477,323,SG,★★★★★,LTLX7000,100,3263300,-,-,x5,,1375,1375,23,14,11,28,6,25,5,40,10,0,,,,99,,,Locked
184540560,352,SG,★★★★,Nova,100,3263300,-,-,x5,,1320,1320,31,13,16,29,6,19,7,40,10,0,,,,100,,,Locked
185465506,351,SG,★★★★★,M26-MASS,100,3263300,-,-,x1,,253,253,35,15,14,30,6,22,5,40,1,0,Type 3 Armor Plate,Shotgun Flash Shells,,100,,,Locked
186992752,353,SG,★★★★,MAG-7,22,23760,0,0,x1,,147,147,23,5,4,20,6,6,5,40,10,0,,,,92,,,Locked
187590407,348,RF,★★★★★,HS.50,100,3263300,-,-,x5,,440,440,159,84,29,33,7,0,0,40,10,0,M1022 Sniper Rounds,VFL 6-24X56,Thermoptic Camouflage Cape,150,Oathed,2022-06-09 22:36,Locked
187682174,198,RF,★★★★★,Carcano M91/38,100,3263300,-,-,x5,,365,365,146,90,44,34,7,0,0,40,10,0,,,,100,,,Locked
187708167,104,SMG,★★★★★,Gr G36c,90,1977000,0,0,x4,,772,772,30,12,60,81,12,0,0,5,10,0,,,,91,,,Locked
188335966,198,RF,★★★★★,Carcano M91/38,90,2026813,0,0,x5,,345,345,136,82,40,33,7,0,0,40,10,0,,,,98,,,Locked
188747014,272,HG,★★★★★,Desert Eagle,86,1729215,0,0,x4,,272,272,37,50,57,53,15,0,0,40,10,0,,,,100,,,Locked
189391584,302,SG,★★★★,Defender,91,2107125,0,0,x5,,1180,1180,36,12,15,26,6,17,8,40,10,0,,,,100,,,Locked
189403123,20159,SG,★★★★,RMB-93 Mod,110,5392825,0,0,x5,Mod2,1225,1225,33,12,14,28,6,23,4,40,4,10,,,,100,,,Locked
190540335,331,HG,★★★★★,Kolibri,100,3263300,-,-,x5,,330,330,15,59,128,58,15,0,0,20,10,0,,,,100,,,Locked
190586984,350,SG,★★★★★,FO-12,100,3263300,-,-,x5,,1280,1280,30,13,11,36,6,23,5,40,10,0,,,,100,,,Locked
190661791,334,RF,★★★★★,Model 99,1,0,0,0,x1,,49,49,44,10,5,23,7,0,0,40,10,0,,,,50,,,Locked
190887052,333,SMG,★★★★★,VP1915,30,45000,0,0,x3,,393,393,15,5,27,73,12,0,0,5,10,0,,,,50,,,Locked
192254656,198,RF,★★★★★,Carcano M91/38,1,0,0,0,x1,,37,37,47,10,5,22,7,0,0,40,10,0,,,,50,,,Locked
192516662,96,HG,★★★★★,Grizzly,30,45000,0,0,x3,,168,168,21,20,25,42,15,0,0,20,8,0,,,,50,,,Locked
192677044,354,HG,★★★★,ZiP .22,90,2057077,0,0,x5,,315,315,29,36,78,61,15,0,0,20,10,0,,,,100,,,Locked
192691568,354,HG,★★★★,ZiP .22,90,2064666,0,0,x5,,315,315,29,36,78,61,15,0,0,20,10,0,,,,100,,,Locked
